delta_e_mean,eta_mean,eta_min,surrogate_id
0.5168836731660347,0.5496043297031853,1.836760829948588e-31,155
0.5194432861036947,0.5491369547802943,9.028945023037311e-31,156
0.5167180641342239,0.5484524707848135,3.604677627146524e-30,157
0.5154132034572406,0.5493718247829834,2.9347657359543076e-31,158
0.5154743761768834,0.5491472514063639,1.7150184677365657e-31,159
0.5159260849975683,0.5494826164017877,3.1323698083134197e-31,160
0.5186041829791251,0.548252610340426,2.2653445230912468e-31,161
0.5190738719364658,0.5476411824263818,1.0658508760586286e-30,162
0.5173040743926254,0.5487375185674124,5.564875211954006e-31,163
0.5174860682213107,0.5493227724828172,1.3351722735557891e-30,164
0.5175909464486108,0.5496495600861316,1.83195001272224e-31,165
0.5176705536512326,0.5492601494856313,6.594649722238964e-30,166
0.515767569587911,0.5487548315512171,5.591007766547948e-31,167
0.5187062622094293,0.5485422261092815,9.846655742755806e-32,168
0.5159017981498699,0.5493184896614435,2.4255685210060455e-30,169
0.5176231968230774,0.5485972802115274,1.2148827319654701e-32,170
0.520663891605755,0.547781727347286,1.0684407420961334e-29,171
0.5142912894862587,0.54935773661723,7.511135783389802e-29,172
0.5163705948069468,0.5489010919536096,2.2970445589134973e-32,173
0.5193408730846372,0.5491409187671737,1.6992708484932666e-30,174
0.5178243224196867,0.5491869115210675,7.470143785378575e-34,175
0.5199684463105989,0.5482282642022855,1.2954147109260562e-33,176
0.5167851252246073,0.5490176134278071,4.703650920071535e-31,177
0.5167701843882603,0.5486284389291738,5.123149712562082e-30,178
0.5178548984241723,0.5488027759820414,8.724120347742609e-31,179
0.5178630452835027,0.5484260872139998,1.7289430944415526e-31,180
0.517418547064338,0.5487537558913346,5.9198242102839074e-33,181
0.5165322553928473,0.5489173980631578,3.4489235545894188e-31,182
0.5158733260809598,0.5497451567247302,6.515145531662106e-32,183
0.516159382963682,0.5485862850383076,1.3114331283030047e-31,184
0.5175169108272105,0.5487252297687335,5.081353501390312e-30,185
0.5158188802939843,0.5494645761771901,2.6924086811906143e-31,186
0.5177843260811991,0.5490833795041836,5.882762404848573e-33,187
0.5194149538229154,0.5481966331250416,4.383291581698314e-34,188
0.5161783338110183,0.5494096710957918,2.4260036789056153e-32,189
0.5238454018021337,0.5485928037538467,3.5261682197694726e-31,190
0.5161749352404252,0.5489609524226992,9.042759512082484e-32,191
0.5177131464789869,0.5486361486126257,5.0762518977018194e-30,192
0.5170890666598738,0.5494450513660233,1.9207081972144353e-30,193
0.5146160362124974,0.5499116312681633,1.2324648916980339e-29,194
0.5174470422165482,0.5486667596312738,6.952365249216175e-33,195
0.516916405349879,0.5484828154431396,4.335175091590126e-32,196
